Cond1,Cond2,Shared,Total_Genes_Cond1,Percentage_Shared_Cond1,pvalue,-log(p)
enriched in NK cells (I),T cell activation and signaling,4,25,16,3.28196745075985e-14,13.48386573042049
enriched in NK cells (I),T cell activation and signaling,4,25,16,3.28196745075985e-14,13.48386573042049
enriched in NK cells (I),enriched in T cells (I),25,62,40.32,6.005870192680142e-8,7.221424058619213
enriched in NK cells (I),enriched in T cells (I),25,62,40.32,6.005870192680142e-8,7.221424058619213
enriched in NK cells (I),T cell activation (I),11,50,22,2.629625229229906e-15,14.58010614218519
enriched in NK cells (I),T cell activation (I),11,50,22,2.629625229229906e-15,14.58010614218519
enriched in NK cells (I),T cell activation (II),11,49,22.45,7.322576595796654e-10,9.135336076804732
enriched in NK cells (I),T cell activation (II),11,49,22.45,7.322576595796654e-10,9.135336076804732
enriched in NK cells (I),T cell activation (III),3,49,6.12,1.0621530986641892e-9,8.973812879570097
enriched in NK cells (I),T cell activation (III),3,49,6.12,1.0621530986641892e-9,8.973812879570097
enriched in NK cells (I),T cell differentiation via ITK and PKC,4,49,8.16,1.4229204018327172e-6,5.846819393669545
enriched in NK cells (I),T cell differentiation via ITK and PKC,4,49,8.16,1.4229204018327172e-6,5.846819393669545
enriched in NK cells (I),chemokine cluster (I),2,49,4.08,2.743943460021748e-17,16.561624841672845
enriched in NK cells (I),chemokine cluster (I),2,49,4.08,2.743943460021748e-17,16.561624841672845
enriched in NK cells (I),chemokine cluster (II),2,49,4.08,1.2637992977231171e-11,10.898321890303777
enriched in NK cells (I),chemokine cluster (II),2,49,4.08,1.2637992977231171e-11,10.898321890303777
enriched in NK cells (I),signaling in T cells (I),3,49,6.12,1.0621530986641892e-9,8.973812879570097
enriched in NK cells (I),signaling in T cells (I),3,49,6.12,1.0621530986641892e-9,8.973812879570097
enriched in NK cells (I),signaling in T cells (II),4,49,8.16,1.4229204018327172e-6,5.846819393669545
enriched in NK cells (I),signaling in T cells (II),4,49,8.16,1.4229204018327172e-6,5.846819393669545
enriched in NK cells (I),immune activation - generic cluster,2,49,4.08,5.447044748846446e-59,58.26383905687351
enriched in NK cells (I),immune activation - generic cluster,2,49,4.08,5.447044748846446e-59,58.26383905687351
enriched in NK cells (I),enriched in NK cells (II),11,49,22.45,3.0044047944912233e-7,6.5222415536351726
enriched in NK cells (I),enriched in NK cells (II),11,49,22.45,3.0044047944912233e-7,6.5222415536351726
enriched in NK cells (I),enriched in NK cells (receptor activation),7,49,14.29,1.07429199122035e-6,5.968877661894585
enriched in NK cells (I),enriched in NK cells (receptor activation),7,49,14.29,1.07429199122035e-6,5.968877661894585
enriched in NK cells (I),enriched in T cells (II),3,49,6.12,4.552084708560789e-9,8.341789664864693
enriched in NK cells (I),enriched in T cells (II),3,49,6.12,4.552084708560789e-9,8.341789664864693
enriched in NK cells (I),NK cell surface signature,9,49,18.37,2.1867424341591448e-16,15.660202367401705
enriched in NK cells (I),NK cell surface signature,9,49,18.37,2.1867424341591448e-16,15.660202367401705
T cell activation (II),regulation of antigen presentation and immune response,9,81,11.11,1.3265054917165315e-15,14.877290947704081
T cell activation (II),regulation of antigen presentation and immune response,9,81,11.11,1.3265054917165315e-15,14.877290947704081
T cell activation (II),T cell activation and signaling,10,25,40,1.2174227321333294e-5,4.914558593212306
T cell activation (II),T cell activation and signaling,10,25,40,1.2174227321333294e-5,4.914558593212306
T cell activation (II),enriched in T cells (I),20,62,32.26,2.3794401464773764e-5,4.623525215169291
T cell activation (II),enriched in T cells (I),20,62,32.26,2.3794401464773764e-5,4.623525215169291
T cell activation (II),T cell activation (I),17,50,34,5.541294458720938e-6,5.256388771262252
T cell activation (II),T cell activation (I),17,50,34,5.541294458720938e-6,5.256388771262252
T cell activation (II),enriched in NK cells (I),11,49,22.45,7.322576595796654e-10,9.135336076804732
T cell activation (II),enriched in NK cells (I),11,49,22.45,7.322576595796654e-10,9.135336076804732
T cell activation (II),CD28 costimulation,2,31,6.45,7.314248800316901e-7,6.135830270855104
T cell activation (II),CD28 costimulation,2,31,6.45,7.314248800316901e-7,6.135830270855104
T cell activation (II),T cell differentiation via ITK and PKC,2,31,6.45,2.0114184200871501e-7,6.696497577024841
T cell activation (II),T cell differentiation via ITK and PKC,2,31,6.45,2.0114184200871501e-7,6.696497577024841
T cell activation (II),T cell differentiation (Th2),4,31,12.9,4.5843703484686246e-8,7.338720305133296
T cell activation (II),T cell differentiation (Th2),4,31,12.9,4.5843703484686246e-8,7.338720305133296
T cell activation (II),chemokine cluster (I),2,31,6.45,1.3059606421909285e-13,12.88406991122087
T cell activation (II),chemokine cluster (I),2,31,6.45,1.3059606421909285e-13,12.88406991122087
T cell activation (II),chemokine cluster (II),2,31,6.45,2.0225163302067457e-9,8.69410796311987
T cell activation (II),chemokine cluster (II),2,31,6.45,2.0225163302067457e-9,8.69410796311987
T cell activation (II),"T cell surface, activation",2,31,6.45,5.887078302694079e-8,7.230100187696953
T cell activation (II),"T cell surface, activation",2,31,6.45,5.887078302694079e-8,7.230100187696953
T cell activation (II),immune activation - generic cluster,4,31,12.9,3.0538417886586944e-37,36.51515346632751
T cell activation (II),immune activation - generic cluster,4,31,12.9,3.0538417886586944e-37,36.51515346632751
T cell activation (II),chemokines and receptors,2,31,6.45,2.0114184200871501e-7,6.696497577024841
T cell activation (II),chemokines and receptors,2,31,6.45,2.0114184200871501e-7,6.696497577024841
T cell activation (II),T cell activation (IV),2,31,6.45,1.8221909032148454e-8,7.739406125788014
T cell activation (II),T cell activation (IV),2,31,6.45,1.8221909032148454e-8,7.739406125788014
T cell activation (II),enriched in NK cells (II),3,31,9.68,1.054211613780902e-11,10.977072203665383
T cell activation (II),enriched in NK cells (II),3,31,9.68,1.054211613780902e-11,10.977072203665383
T cell activation (II),enriched in NK cells (receptor activation),3,31,9.68,1.0786753761102647e-8,7.9671092351836075
T cell activation (II),enriched in NK cells (receptor activation),3,31,9.68,1.0786753761102647e-8,7.9671092351836075
T cell activation (II),"T & B cell development, activation",3,31,9.68,5.949411175196482e-17,16.225526015114692
T cell activation (II),"T & B cell development, activation",3,31,9.68,5.949411175196482e-17,16.225526015114692
T cell activation (II),"IL2, IL7, TCR network",3,31,9.68,8.045673680348619e-7,6.094437585696878
T cell activation (II),"IL2, IL7, TCR network",3,31,9.68,8.045673680348619e-7,6.094437585696878
T cell activation (II),"proinflammatory dendritic cell, myeloid cell response",2,31,6.45,1.8221909032148454e-8,7.739406125788014
T cell activation (II),"proinflammatory dendritic cell, myeloid cell response",2,31,6.45,1.8221909032148454e-8,7.739406125788014
T cell activation (II),T cell surface signature,6,31,19.35,1.607672711015868e-9,8.79380235998258
T cell activation (II),T cell surface signature,6,31,19.35,1.607672711015868e-9,8.79380235998258
T cell activation (II),NK cell surface signature,2,31,6.45,3.5154790946358964e-19,18.454015480323214
T cell activation (II),NK cell surface signature,2,31,6.45,3.5154790946358964e-19,18.454015480323214
T cell activation (II),CD4 T cell surface signature Th2-stimulated,2,31,6.45,1.8221909032148454e-8,7.739406125788014
T cell activation (II),CD4 T cell surface signature Th2-stimulated,2,31,6.45,1.8221909032148454e-8,7.739406125788014
T cell activation (III),regulation of antigen presentation and immune response,3,81,3.7,6.7718110757487275e-12,11.16929516661513
T cell activation (III),regulation of antigen presentation and immune response,3,81,3.7,6.7718110757487275e-12,11.16929516661513
T cell activation (III),enriched in T cells (I),8,62,12.9,2.743634767339772e-5,4.561673702399006
T cell activation (III),enriched in T cells (I),8,62,12.9,2.743634767339772e-5,4.561673702399006
T cell activation (III),T cell activation (I),7,50,14,1.2981028227245878e-5,4.886690905707236
T cell activation (III),T cell activation (I),7,50,14,1.2981028227245878e-5,4.886690905707236
T cell activation (III),enriched in NK cells (I),3,49,6.12,1.0621530986641892e-9,8.973812879570097
T cell activation (III),enriched in NK cells (I),3,49,6.12,1.0621530986641892e-9,8.973812879570097
T cell activation (III),T cell differentiation via ITK and PKC,2,14,14.29,6.730380939561178e-5,4.171960354012677
T cell activation (III),T cell differentiation via ITK and PKC,2,14,14.29,6.730380939561178e-5,4.171960354012677
T cell activation (III),enriched in NK cells (receptor activation),2,14,14.29,5.9825608351654954e-6,5.223112876460058
T cell activation (III),enriched in NK cells (receptor activation),2,14,14.29,5.9825608351654954e-6,5.223112876460058
B cell development,regulation of antigen presentation and immune response,3,81,3.7,2.336274821133304e-9,8.631476071541858
B cell development,regulation of antigen presentation and immune response,3,81,3.7,2.336274821133304e-9,8.631476071541858
B cell development,enriched in monocytes (II),4,11,36.36,1.6680403719807233e-10,9.777793442237687
B cell development,enriched in monocytes (II),4,11,36.36,1.6680403719807233e-10,9.777793442237687
B cell development,inflammatory response,2,11,18.18,3.3341271731364544e-4,3.4770178389597026
B cell development,inflammatory response,2,11,18.18,3.3341271731364544e-4,3.4770178389597026
B cell development,immune activation - generic cluster,2,11,18.18,2.4062841407088285e-16,15.618653091270534
B cell development,immune activation - generic cluster,2,11,18.18,2.4062841407088285e-16,15.618653091270534
B cell development,enriched in myeloid cells and monocytes,2,11,18.18,7.758165205100747e-8,7.110240976617926
B cell development,enriched in myeloid cells and monocytes,2,11,18.18,7.758165205100747e-8,7.110240976617926
enriched in monocytes (II),myeloid cell enriched receptors and transporters,20,31,64.52,2.1834575091898377e-10,9.660855255175633
enriched in monocytes (II),myeloid cell enriched receptors and transporters,20,31,64.52,2.1834575091898377e-10,9.660855255175633
enriched in monocytes (II),enriched in monocytes (I),7,11,63.64,5.8895169453895505e-6,5.229920324322386
enriched in monocytes (II),enriched in monocytes (I),7,11,63.64,5.8895169453895505e-6,5.229920324322386
enriched in monocytes (II),regulation of antigen presentation and immune response,18,81,22.22,2.2560426019124257e-43,42.64665270362451
enriched in monocytes (II),regulation of antigen presentation and immune response,18,81,22.22,2.2560426019124257e-43,42.64665270362451
enriched in monocytes (II),B cell development,4,11,36.36,1.6680403719807233e-10,9.777793442237687
enriched in monocytes (II),B cell development,4,11,36.36,1.6680403719807233e-10,9.777793442237687
enriched in monocytes (II),TLR and inflammatory signaling,29,189,15.34,2.5356723829623384e-12,11.595906859411324
enriched in monocytes (II),TLR and inflammatory signaling,29,189,15.34,2.5356723829623384e-12,11.595906859411324
enriched in monocytes (II),"RA, WNT, CSF receptors network (monocyte)",6,189,3.17,1.3077436516328888e-8,7.8834773795532485
enriched in monocytes (II),"RA, WNT, CSF receptors network (monocyte)",6,189,3.17,1.3077436516328888e-8,7.8834773795532485
enriched in monocytes (II),TLR8-BAFF network,4,189,2.12,2.9721446628020207e-9,8.526930056039436
enriched in monocytes (II),TLR8-BAFF network,4,189,2.12,2.9721446628020207e-9,8.526930056039436
enriched in monocytes (II),antigen presentation (lipids and proteins),2,189,1.06,5.131642430336009e-14,13.289743612613188
enriched in monocytes (II),antigen presentation (lipids and proteins),2,189,1.06,5.131642430336009e-14,13.289743612613188
enriched in monocytes (II),inflammatory response,7,189,3.7,5.8895169453895395e-6,5.229920324322387
enriched in monocytes (II),inflammatory response,7,189,3.7,5.8895169453895395e-6,5.229920324322387
enriched in monocytes (II),"T cell surface, activation",4,189,2.12,1.0160652012065331e-11,10.993078422351655
enriched in monocytes (II),"T cell surface, activation",4,189,2.12,1.0160652012065331e-11,10.993078422351655
