"","Cond1","Cond2","jaccard_distance","Shared","NotShared_cond1","NotShared_cond2","Total_Genes_Cond1","Total_Genes_Cond2","Genes_Names","Percentage_Shared_Cond1","Percentage_Shared_Cond2","pvalue","-log(p)"
"130","LVS F TULARENSIS (H192)","MVA85A (D2)",0.051,7,71,60,78,67,"CD68, ICAM1, PYCARD, FCGR1A, TLR1, TLR6, TLR8",8.97,10.45,1.18457332102522e-31,30.9264380527705
"131","LVS F TULARENSIS (H192)","ZOSTAVAX (D1)",0,0,78,14,78,14,"",0,0,7.93695625380775e-17,16.1003460133925
"132","LVS F TULARENSIS (H192)","ZOSTAVAX (D3)",0,0,78,7,78,7,"",0,0,2.02599459660757e-10,9.69336171725148
"133","LVS F TULARENSIS (H192)","YF VAX (ANY)",0,0,78,29,78,29,"",0,0,8.16346919251472e-27,26.088125241861
"134","LVS F TULARENSIS (H192)","YF17D (D3)",0.016,2,76,44,78,94,"LAMP3, TLR7",2.56,2.13,3.15508666532755e-31,30.5009887068615
"135","LVS F TULARENSIS (H192)","YF VAX (D4-7)",0.007,5,73,596,78,601,"CD74, FCGR3A, CCR5, CD86, TAP1",6.41,0.83,1.73871257793339e-92,91.7597722041585
"136","LVS F TULARENSIS (H192)","STAMARIL (D10)",0.013,5,73,298,78,303,"CCR1, FCER1A, TAP2, TAP1, TLR7",6.41,1.65,1.72967258502926e-72,71.7620360980114
"137","LVS F TULARENSIS (H192)","STAMARIL (D14)",0.007,1,77,69,78,70,"HSP90B1",1.28,1.43,7.85346860303324e-42,41.1049384881659
"138","LVS F TULARENSIS (H192)","STAMARIL (D28)",0.017,2,76,38,78,40,"FCER1G, MYD88",2.56,5,1.36153229152864e-28,27.8659720540182
"139","LVS F TULARENSIS (H192)","STAMARIL (D3)",0.023,9,69,314,78,323,"CCR1, CD68, FCER1G, TAP2, TICAM1, CD86, MYD88, TAP1, TLR7",11.54,2.79,2.10291274831981e-67,66.6771787461959
"140","LVS F TULARENSIS (H192)","STAMARIL (D60)",0.032,5,73,79,78,84,"CD74, CD86, NOD2, TAP1, TLR7",6.41,5.95,2.66643697892989e-39,38.5740686763825
"141","LVS F TULARENSIS (H192)","STAMARIL (D7)",0.022,12,66,471,78,483,"CCR1, CD68, CD74, FCER1G, LAMP3, TAP2, TICAM1, CD86, MYD88, NOD2, TAP1, TLR7",15.38,2.48,2.14068584204565e-73,72.6694470632413
"142","LVS F TULARENSIS (H336)","RVSV ZEBOV (D7)",0.011,1,9,77,10,78,"LAMP3",10,1.28,1.94963393418533e-11,10.7100469246824
"143","LVS F TULARENSIS (H336)","LVS F TULARENSIS (H18)",0.95,76,2,2,78,78,"B2M, CARD10, CARD9, CCL18, CCL19, CCL20, CCL21, CCR4, CCR6, CCR7, CD83, FCGR3A, ICAM1, ICOS, IRAK1, IRAK1BP1, LAMP3, NOD1, PYCARD, TAP2, TICAM1, ADAMDEC1, CARD14, CARD8, CCL17, CCL22, CCR1, CCR2, CCR3, CCR5, CD1A, CD1B, CD1C, CD1D, CD209, CD44, CD58, CD68, CD74, CD80, CD81, CD86, CDC42, DCP1B, DCSTAMP, DCTN2, FAS, FCER1A, FCER1G, FCGR1A, FCGR2A, FCGR2B, HLA-DMA, HLA-DMB, HLA-DQB1, HLA-DRB1, HSP90B1, ICAM2, IRAK2, IRAK4, LILRB4, MYD88, NOD2, TAP1, TIRAP, TLR1, TLR10, TLR2, TLR3, TLR4, TLR5, TLR6, TLR7, TLR8, TLR9, TRAF6",97.44,97.44,1,0
"144","LVS F TULARENSIS (H336)","LVS F TULARENSIS (H192)",0.975,77,1,1,78,78,"B2M, CCL17, CCL18, CCL19, CCL20, CCR1, CCR3, CCR6, CCR7, CD209, CD44, CD58, CD68, CD74, CD80, CD83, CDC42, DCSTAMP, FAS, FCER1A, FCER1G, FCGR2A, FCGR2B, FCGR3A, HSP90B1, ICAM1, ICOS, IRAK1, LAMP3, PYCARD, SOD2, TAP2, TICAM1, ADAMDEC1, CARD10, CARD14, CARD8, CARD9, CCL16, CCL21, CCL22, CCR2, CCR4, CCR5, CD1A, CD1B, CD1C, CD1D, CD81, CD86, DCP1B, DCTN2, FCGR1A, HLA-DMA, HLA-DQB1, HLA-DRB1, ICAM2, IRAK1BP1, IRAK2, IRAK4, LILRB4, MYD88, NOD1, NOD2, TAP1, TIRAP, TLR1, TLR10, TLR2, TLR3, TLR4, TLR5, TLR6, TLR7, TLR8, TLR9, TRAF6",98.72,98.72,1,0
"145","LVS F TULARENSIS (H336)","LVS F TULARENSIS (H48)",1,78,0,0,78,78,"B2M, CARD14, CCL16, CCL18, CCL19, CCL20, CCL22, CCR3, CCR6, CCR7, CD1A, CD1B, CD209, CD44, CD58, CD68, CD74, CD80, CD81, CD83, DCSTAMP, FCGR2B, HSP90B1, ICAM1, ICOS, IRAK1, IRAK1BP1, LAMP3, PYCARD, SOD2, TAP2, TICAM1, ADAMDEC1, CARD10, CARD8, CARD9, CCL17, CCL21, CCR1, CCR2, CCR4, CCR5, CD1C, CD1D, CD86, CDC42, DCP1B, DCTN2, FAS, FCER1A, FCER1G, FCGR1A, FCGR2A, FCGR3A, HLA-DMA, HLA-DMB, HLA-DQB1, HLA-DRB1, ICAM2, IRAK2, IRAK4, LILRB4, MYD88, NOD1, NOD2, TAP1, TIRAP, TLR1, TLR10, TLR2, TLR3, TLR4, TLR5, TLR6, TLR7, TLR8, TLR9, TRAF6",100,100,1,0
"146","LVS F TULARENSIS (H336)","CN54GP140 (D1)",0,0,78,172,78,174,"",0,0,7.47705888449713e-67,66.1262691991164
"147","LVS F TULARENSIS (H336)","CN54GP140 (D3)",0,0,78,74,78,74,"",0,0,2.85658504842472e-45,44.544152841265
"148","LVS F TULARENSIS (H336)","CN54GP140 (D7)",0,0,78,49,78,49,"",0,0,2.2864693731535e-36,35.6408346115409
"149","LVS F TULARENSIS (H336)","CN54GP140 (H6)",0.017,3,75,97,78,100,"CCR2, CD1C, FCGR3A",3.85,3,1.56647365868579e-46,45.8050769036764
"150","LVS F TULARENSIS (H336)","HIV-1 GAG-POL NEF (D1)",0.015,32,46,1994,78,2029,"CCR6, CCR7, CD44, CD68, ICAM1, LAMP3, PYCARD, TAP2, CCR1, CCR2, CCR4, CD1C, CD86, FAS, FCER1A, FCER1G, FCGR2A, HLA-DMA, HLA-DMB, HLA-DRB1, LILRB4, MYD88, NOD1, NOD2, TAP1, TLR1, TLR10, TLR2, TLR4, TLR6, TLR7, TLR8",41.03,1.58,1.98817037266543e-73,72.7015464022636
"151","LVS F TULARENSIS (H336)","HIV-1 GAG-POL NEF (D3)",0.028,6,72,136,78,142,"CCR1, FCGR3A, TAP1, TLR1, TLR2, TLR6",7.69,4.23,1.96472280244295e-50,49.7066987144292
"152","LVS F TULARENSIS (H336)","HPV-VLP (M2)",0.021,14,64,596,78,612,"CCL18, CCL19, CCL20, CD1B, CD209, CD83, ICAM1, LAMP3, PYCARD, TAP2, CCL17, NOD2, TLR1, TLR2",17.95,2.29,2.63766009303251e-76,75.578781171349
"153","LVS F TULARENSIS (H336)","INFLUENZA (D1)",0,0,78,26,78,26,"",0,0,4.43439020984212e-25,24.3531660932412
"154","LVS F TULARENSIS (H336)","PANDEMRIX (D1)",0.125,11,67,10,78,21,"CD86, HLA-DRB1, MYD88, NOD2, TAP1, TLR1, TLR2, TLR4, TLR6, TLR7, TLR8",14.1,52.38,7.81439866738761e-08,7.10710443613274
"155","LVS F TULARENSIS (H336)","FLUARIX FLUVIRIN (D3)",0.008,9,69,1046,78,1061,"ICOS, CCR2, CCR5, CD86, CDC42, FCER1G, ICAM2, TLR5, TLR8",11.54,0.85,8.25701608024723e-101,100.08317686963
"156","LVS F TULARENSIS (H336)","INFLUENZA (D3)",0.035,4,74,36,78,40,"TLR3, TLR4, TLR7, TLR9",5.13,10,1.51357006408267e-25,24.8199974704853
"157","LVS F TULARENSIS (H336)","PANDEMRIX (D3)",0.025,2,76,3,78,5,"TLR3, TLR7",2.56,40,0.000117205813408345,3.93105084677739
"158","LVS F TULARENSIS (H336)","PANDEMRIX (D30)",0.024,2,76,4,78,6,"TLR7, TLR9",2.56,33.33,8.57603512743987e-06,5.06671344877746
"159","LVS F TULARENSIS (H336)","FLUARIX FLUVIRIN (D7)",0.004,4,74,844,78,860,"CD83, HSP90B1, ICAM1, TRAF6",5.13,0.47,3.90122013083033e-105,104.408799543431
"160","LVS F TULARENSIS (H336)","INFLUENZA (D7)",0,0,78,72,78,72,"",0,0,1.21370492468426e-44,43.9158868858785
"161","LVS F TULARENSIS (H336)","PANDEMRIX (D7)",0,0,78,33,78,33,"",0,0,5.57770713762491e-29,28.2535442924817
"162","LVS F TULARENSIS (H336)","INACTIVATED INFLUENZA (D0)",0,0,78,5,78,5,"",0,0,3.44419081423288e-08,7.4629127958732
"163","LVS F TULARENSIS (H336)","FLUZONE (D1)",0.011,1,77,11,78,13,"FCGR1A",1.28,7.69,3.28589988907638e-13,12.4833456722716
"164","LVS F TULARENSIS (H336)","FLUZONE (D30)",0,0,78,16,78,16,"",0,0,2.17898593103847e-18,17.6617455738346
"165","LVS F TULARENSIS (H336)","FLUZONE (D7)",0,0,78,23,78,23,"",0,0,3.10584690297339e-23,22.5078199558298
"166","LVS F TULARENSIS (H336)","FLUMIST (D3)",0.009,12,66,1226,78,1245,"CD44, PYCARD, CARD9, CD86, CDC42, DCTN2, FCER1G, HLA-DMB, HLA-DRB1, MYD88, TLR7, TLR8",15.38,0.96,3.10464130147591e-99,98.5079885693323
"167","LVS F TULARENSIS (H336)","FLUMIST (D7)",0.006,14,64,2389,78,2445,"CD58, CD83, ICAM1, ICOS, SOD2, CARD8, CCR2, CD1C, CD1D, CDC42, DCP1B, ICAM2, TLR5, TRAF6",17.95,0.57,2.35918113046792e-113,112.627238714077
"168","LVS F TULARENSIS (H336)","FLUMIST (D1)",0,0,78,15,78,15,"",0,0,1.28015423448512e-17,16.8927377028908
"169","LVS F TULARENSIS (H336)","FLUENZ (D3-4)",0.012,1,77,5,78,6,"TLR1",1.28,16.67,2.06651448853974e-07,6.68476154548956
"170","LVS F TULARENSIS (H336)","FLUMIST (D30)",0,0,78,15,78,15,"",0,0,1.28015423448512e-17,16.8927377028908
"171","LVS F TULARENSIS (H336)","FLUENZ (D6-7)",0,0,78,9,78,9,"",0,0,1.94963393418534e-12,11.7100469246824
"172","LVS F TULARENSIS (H336)","MENACTRA (D3)",0.025,3,75,43,78,48,"CCL20, CARD9, TLR4",3.85,6.25,1.28306857723322e-29,28.8917501309064
"173","LVS F TULARENSIS (H336)","MENACTRA (D7)",0.011,1,77,13,78,14,"HSP90B1",1.28,7.14,7.30199975350313e-15,14.136558186047
"174","LVS F TULARENSIS (H336)","WETVAX (D2-4)",0.029,5,73,96,78,101,"FCGR2B, ICAM1, SOD2, FCGR1A, FCGR3A",6.41,4.95,1.38437109586359e-43,42.8587474768714
"175","LVS F TULARENSIS (H336)","WETVAX (D5-7)",0.034,18,60,456,78,520,"CCR7, CD74, FCGR2B, ICAM1, SOD2, TAP2, CCR1, CD1C, FAS, FCGR1A, FCGR3A, HLA-DQB1, HLA-DRB1, MYD88, TAP1, TLR1, TLR2, TLR8",23.08,3.46,1.2341511712133e-63,62.9086316403006
"176","LVS F TULARENSIS (H336)","WETVAX (D50-60)",0.016,6,72,307,78,314,"SOD2, CCR2, CD1C, ICAM2, TLR5, TLR8",7.69,1.91,1.33027388012545e-71,70.8760589361893
"177","LVS F TULARENSIS (H336)","MVA85A (D2)",0.051,7,71,60,78,67,"CD68, ICAM1, PYCARD, FCGR1A, TLR1, TLR6, TLR8",8.97,10.45,1.18457332102522e-31,30.9264380527705
"178","LVS F TULARENSIS (H336)","ZOSTAVAX (D1)",0,0,78,14,78,14,"",0,0,7.93695625380775e-17,16.1003460133925
"179","LVS F TULARENSIS (H336)","ZOSTAVAX (D3)",0,0,78,7,78,7,"",0,0,2.02599459660757e-10,9.69336171725148
"180","LVS F TULARENSIS (H336)","YF VAX (ANY)",0,0,78,29,78,29,"",0,0,8.16346919251472e-27,26.088125241861
"181","LVS F TULARENSIS (H336)","YF17D (D3)",0.016,2,76,44,78,94,"LAMP3, TLR7",2.56,2.13,3.15508666532755e-31,30.5009887068615
"182","LVS F TULARENSIS (H336)","YF VAX (D4-7)",0.007,5,73,596,78,601,"CD74, CCR5, CD86, FCGR3A, TAP1",6.41,0.83,1.73871257793339e-92,91.7597722041585
"183","LVS F TULARENSIS (H336)","STAMARIL (D10)",0.013,5,73,298,78,303,"TAP2, CCR1, FCER1A, TAP1, TLR7",6.41,1.65,1.72967258502926e-72,71.7620360980114
"184","LVS F TULARENSIS (H336)","STAMARIL (D14)",0.007,1,77,69,78,70,"HSP90B1",1.28,1.43,7.85346860303324e-42,41.1049384881659
"185","LVS F TULARENSIS (H336)","STAMARIL (D28)",0.017,2,76,38,78,40,"FCER1G, MYD88",2.56,5,1.36153229152864e-28,27.8659720540182
"186","LVS F TULARENSIS (H336)","STAMARIL (D3)",0.023,9,69,314,78,323,"CD68, TAP2, TICAM1, CCR1, CD86, FCER1G, MYD88, TAP1, TLR7",11.54,2.79,2.10291274831981e-67,66.6771787461959
"187","LVS F TULARENSIS (H336)","STAMARIL (D60)",0.032,5,73,79,78,84,"CD74, CD86, NOD2, TAP1, TLR7",6.41,5.95,2.66643697892989e-39,38.5740686763825
"188","LVS F TULARENSIS (H336)","STAMARIL (D7)",0.022,12,66,471,78,483,"CD68, CD74, LAMP3, TAP2, TICAM1, CCR1, CD86, FCER1G, MYD88, NOD2, TAP1, TLR7",15.38,2.48,2.14068584204565e-73,72.6694470632413
"189","LVS F TULARENSIS (H48)","RVSV ZEBOV (D7)",0.011,1,9,77,10,78,"LAMP3",10,1.28,1.94963393418533e-11,10.7100469246824
"190","LVS F TULARENSIS (H48)","LVS F TULARENSIS (H18)",0.95,76,2,2,78,78,"B2M, CARD10, CARD9, CCL18, CCL19, CCL20, CCL21, CCR4, CCR6, CCR7, CD83, FCGR3A, ICAM1, ICOS, IRAK1, IRAK1BP1, LAMP3, NOD1, PYCARD, TAP2, TICAM1, ADAMDEC1, CARD14, CARD8, CCL17, CCL22, CCR1, CCR2, CCR3, CCR5, CD1A, CD1B, CD1C, CD1D, CD209, CD44, CD58, CD68, CD74, CD80, CD81, CD86, CDC42, DCP1B, DCSTAMP, DCTN2, FAS, FCER1A, FCER1G, FCGR1A, FCGR2A, FCGR2B, HLA-DMA, HLA-DMB, HLA-DQB1, HLA-DRB1, HSP90B1, ICAM2, IRAK2, IRAK4, LILRB4, MYD88, NOD2, TAP1, TIRAP, TLR1, TLR10, TLR2, TLR3, TLR4, TLR5, TLR6, TLR7, TLR8, TLR9, TRAF6",97.44,97.44,1,0
"191","LVS F TULARENSIS (H48)","LVS F TULARENSIS (H192)",0.975,77,1,1,78,78,"B2M, CCL17, CCL18, CCL19, CCL20, CCR1, CCR3, CCR6, CCR7, CD209, CD44, CD58, CD68, CD74, CD80, CD83, CDC42, DCSTAMP, FAS, FCER1A, FCER1G, FCGR2A, FCGR2B, FCGR3A, HSP90B1, ICAM1, ICOS, IRAK1, LAMP3, PYCARD, SOD2, TAP2, TICAM1, ADAMDEC1, CARD10, CARD14, CARD8, CARD9, CCL16, CCL21, CCL22, CCR2, CCR4, CCR5, CD1A, CD1B, CD1C, CD1D, CD81, CD86, DCP1B, DCTN2, FCGR1A, HLA-DMA, HLA-DQB1, HLA-DRB1, ICAM2, IRAK1BP1, IRAK2, IRAK4, LILRB4, MYD88, NOD1, NOD2, TAP1, TIRAP, TLR1, TLR10, TLR2, TLR3, TLR4, TLR5, TLR6, TLR7, TLR8, TLR9, TRAF6",98.72,98.72,1,0
"192","LVS F TULARENSIS (H48)","LVS F TULARENSIS (H336)",1,78,0,0,78,78,"B2M, CARD14, CCL16, CCL18, CCL19, CCL20, CCL22, CCR3, CCR6, CCR7, CD1A, CD1B, CD209, CD44, CD58, CD68, CD74, CD80, CD81, CD83, DCSTAMP, FCGR2B, HSP90B1, ICAM1, ICOS, IRAK1, IRAK1BP1, LAMP3, PYCARD, SOD2, TAP2, TICAM1, ADAMDEC1, CARD10, CARD8, CARD9, CCL17, CCL21, CCR1, CCR2, CCR4, CCR5, CD1C, CD1D, CD86, CDC42, DCP1B, DCTN2, FAS, FCER1A, FCER1G, FCGR1A, FCGR2A, FCGR3A, HLA-DMA, HLA-DMB, HLA-DQB1, HLA-DRB1, ICAM2, IRAK2, IRAK4, LILRB4, MYD88, NOD1, NOD2, TAP1, TIRAP, TLR1, TLR10, TLR2, TLR3, TLR4, TLR5, TLR6, TLR7, TLR8, TLR9, TRAF6",100,100,1,0
"193","LVS F TULARENSIS (H48)","CN54GP140 (D1)",0,0,78,172,78,174,"",0,0,7.47705888449713e-67,66.1262691991164
"194","LVS F TULARENSIS (H48)","CN54GP140 (D3)",0,0,78,74,78,74,"",0,0,2.85658504842472e-45,44.544152841265
"195","LVS F TULARENSIS (H48)","CN54GP140 (D7)",0,0,78,49,78,49,"",0,0,2.2864693731535e-36,35.6408346115409
"196","LVS F TULARENSIS (H48)","CN54GP140 (H6)",0.017,3,75,97,78,100,"CCR2, CD1C, FCGR3A",3.85,3,1.56647365868579e-46,45.8050769036764
"197","LVS F TULARENSIS (H48)","HIV-1 GAG-POL NEF (D1)",0.015,32,46,1994,78,2029,"CCR4, CCR6, CCR7, LAMP3, PYCARD, TAP2, CCR1, CCR2, CD1C, CD44, CD68, CD86, FAS, FCER1A, FCER1G, FCGR2A, HLA-DMA, HLA-DMB, HLA-DRB1, ICAM1, LILRB4, MYD88, NOD1, NOD2, TAP1, TLR1, TLR10, TLR2, TLR4, TLR6, TLR7, TLR8",41.03,1.58,1.98817037266543e-73,72.7015464022636
"198","LVS F TULARENSIS (H48)","HIV-1 GAG-POL NEF (D3)",0.028,6,72,136,78,142,"CCR1, FCGR3A, TAP1, TLR1, TLR2, TLR6",7.69,4.23,1.96472280244295e-50,49.7066987144292
"199","LVS F TULARENSIS (H48)","HPV-VLP (M2)",0.021,14,64,596,78,612,"CCL18, CCL19, CD83, LAMP3, PYCARD, TAP2, CCL17, CCL20, CD1B, CD209, ICAM1, NOD2, TLR1, TLR2",17.95,2.29,2.63766009303251e-76,75.578781171349
"200","LVS F TULARENSIS (H48)","INFLUENZA (D1)",0,0,78,26,78,26,"",0,0,4.43439020984212e-25,24.3531660932412
"201","LVS F TULARENSIS (H48)","PANDEMRIX (D1)",0.125,11,67,10,78,21,"CD86, HLA-DRB1, MYD88, NOD2, TAP1, TLR1, TLR2, TLR4, TLR6, TLR7, TLR8",14.1,52.38,7.81439866738761e-08,7.10710443613274
"202","LVS F TULARENSIS (H48)","FLUARIX FLUVIRIN (D3)",0.008,9,69,1046,78,1061,"ICOS, CCR2, CCR5, CD86, CDC42, FCER1G, ICAM2, TLR5, TLR8",11.54,0.85,8.25701608024723e-101,100.08317686963
"203","LVS F TULARENSIS (H48)","INFLUENZA (D3)",0.035,4,74,36,78,40,"TLR3, TLR4, TLR7, TLR9",5.13,10,1.51357006408267e-25,24.8199974704853
"204","LVS F TULARENSIS (H48)","PANDEMRIX (D3)",0.025,2,76,3,78,5,"TLR3, TLR7",2.56,40,0.000117205813408345,3.93105084677739
"205","LVS F TULARENSIS (H48)","PANDEMRIX (D30)",0.024,2,76,4,78,6,"TLR7, TLR9",2.56,33.33,8.57603512743987e-06,5.06671344877746
"206","LVS F TULARENSIS (H48)","FLUARIX FLUVIRIN (D7)",0.004,4,74,844,78,860,"CD83, HSP90B1, ICAM1, TRAF6",5.13,0.47,3.90122013083033e-105,104.408799543431
"207","LVS F TULARENSIS (H48)","INFLUENZA (D7)",0,0,78,72,78,72,"",0,0,1.21370492468426e-44,43.9158868858785
"208","LVS F TULARENSIS (H48)","PANDEMRIX (D7)",0,0,78,33,78,33,"",0,0,5.57770713762491e-29,28.2535442924817
"209","LVS F TULARENSIS (H48)","INACTIVATED INFLUENZA (D0)",0,0,78,5,78,5,"",0,0,3.44419081423288e-08,7.4629127958732
"210","LVS F TULARENSIS (H48)","FLUZONE (D1)",0.011,1,77,11,78,13,"FCGR1A",1.28,7.69,3.28589988907638e-13,12.4833456722716
"211","LVS F TULARENSIS (H48)","FLUZONE (D30)",0,0,78,16,78,16,"",0,0,2.17898593103847e-18,17.6617455738346
"212","LVS F TULARENSIS (H48)","FLUZONE (D7)",0,0,78,23,78,23,"",0,0,3.10584690297339e-23,22.5078199558298
"213","LVS F TULARENSIS (H48)","FLUMIST (D3)",0.009,12,66,1226,78,1245,"CARD9, PYCARD, CD44, CD86, CDC42, DCTN2, FCER1G, HLA-DMB, HLA-DRB1, MYD88, TLR7, TLR8",15.38,0.96,3.10464130147591e-99,98.5079885693323
"214","LVS F TULARENSIS (H48)","FLUMIST (D7)",0.006,14,64,2389,78,2445,"CD83, ICOS, CARD8, CCR2, CD1C, CD1D, CD58, CDC42, DCP1B, ICAM1, ICAM2, SOD2, TLR5, TRAF6",17.95,0.57,2.35918113046792e-113,112.627238714077
"215","LVS F TULARENSIS (H48)","FLUMIST (D1)",0,0,78,15,78,15,"",0,0,1.28015423448512e-17,16.8927377028908
"216","LVS F TULARENSIS (H48)","FLUENZ (D3-4)",0.012,1,77,5,78,6,"TLR1",1.28,16.67,2.06651448853974e-07,6.68476154548956
"217","LVS F TULARENSIS (H48)","FLUMIST (D30)",0,0,78,15,78,15,"",0,0,1.28015423448512e-17,16.8927377028908
"218","LVS F TULARENSIS (H48)","FLUENZ (D6-7)",0,0,78,9,78,9,"",0,0,1.94963393418534e-12,11.7100469246824
"219","LVS F TULARENSIS (H48)","MENACTRA (D3)",0.025,3,75,43,78,48,"CARD9, CCL20, TLR4",3.85,6.25,1.28306857723322e-29,28.8917501309064
"220","LVS F TULARENSIS (H48)","MENACTRA (D7)",0.011,1,77,13,78,14,"HSP90B1",1.28,7.14,7.30199975350313e-15,14.136558186047
"221","LVS F TULARENSIS (H48)","WETVAX (D2-4)",0.029,5,73,96,78,101,"FCGR1A, FCGR2B, FCGR3A, ICAM1, SOD2",6.41,4.95,1.38437109586359e-43,42.8587474768714
"222","LVS F TULARENSIS (H48)","WETVAX (D5-7)",0.034,18,60,456,78,520,"CCR7, FCGR1A, TAP2, CCR1, CD1C, CD74, FAS, FCGR2B, FCGR3A, HLA-DQB1, HLA-DRB1, ICAM1, MYD88, SOD2, TAP1, TLR1, TLR2, TLR8",23.08,3.46,1.2341511712133e-63,62.9086316403006
"223","LVS F TULARENSIS (H48)","WETVAX (D50-60)",0.016,6,72,307,78,314,"CCR2, CD1C, ICAM2, SOD2, TLR5, TLR8",7.69,1.91,1.33027388012545e-71,70.8760589361893
"224","LVS F TULARENSIS (H48)","MVA85A (D2)",0.051,7,71,60,78,67,"FCGR1A, PYCARD, CD68, ICAM1, TLR1, TLR6, TLR8",8.97,10.45,1.18457332102522e-31,30.9264380527705
"225","LVS F TULARENSIS (H48)","ZOSTAVAX (D1)",0,0,78,14,78,14,"",0,0,7.93695625380775e-17,16.1003460133925
"226","LVS F TULARENSIS (H48)","ZOSTAVAX (D3)",0,0,78,7,78,7,"",0,0,2.02599459660757e-10,9.69336171725148
"227","LVS F TULARENSIS (H48)","YF VAX (ANY)",0,0,78,29,78,29,"",0,0,8.16346919251472e-27,26.088125241861
"228","LVS F TULARENSIS (H48)","YF17D (D3)",0.016,2,76,44,78,94,"LAMP3, TLR7",2.56,2.13,3.15508666532755e-31,30.5009887068615
"229","LVS F TULARENSIS (H48)","YF VAX (D4-7)",0.007,5,73,596,78,601,"CCR5, CD74, CD86, FCGR3A, TAP1",6.41,0.83,1.73871257793339e-92,91.7597722041585
"230","LVS F TULARENSIS (H48)","STAMARIL (D10)",0.013,5,73,298,78,303,"TAP2, CCR1, FCER1A, TAP1, TLR7",6.41,1.65,1.72967258502926e-72,71.7620360980114
"231","LVS F TULARENSIS (H48)","STAMARIL (D14)",0.007,1,77,69,78,70,"HSP90B1",1.28,1.43,7.85346860303324e-42,41.1049384881659
"232","LVS F TULARENSIS (H48)","STAMARIL (D28)",0.017,2,76,38,78,40,"FCER1G, MYD88",2.56,5,1.36153229152864e-28,27.8659720540182
"233","LVS F TULARENSIS (H48)","STAMARIL (D3)",0.023,9,69,314,78,323,"TAP2, CCR1, CD68, CD86, FCER1G, MYD88, TAP1, TICAM1, TLR7",11.54,2.79,2.10291274831981e-67,66.6771787461959
"234","LVS F TULARENSIS (H48)","STAMARIL (D60)",0.032,5,73,79,78,84,"CD74, CD86, NOD2, TAP1, TLR7",6.41,5.95,2.66643697892989e-39,38.5740686763825
"235","LVS F TULARENSIS (H48)","STAMARIL (D7)",0.022,12,66,471,78,483,"LAMP3, TAP2, CCR1, CD68, CD74, CD86, FCER1G, MYD88, NOD2, TAP1, TICAM1, TLR7",15.38,2.48,2.14068584204565e-73,72.6694470632413
"236","CN54GP140 (D1)","RVSV ZEBOV (D7)",0,0,10,172,10,174,"",0,0,1.17043741786828e-16,15.9316518026432
"237","CN54GP140 (D1)","LVS F TULARENSIS (H18)",0,0,78,172,78,174,"",0,0,7.47705888449713e-67,66.1262691991164
"238","CN54GP140 (D1)","LVS F TULARENSIS (H192)",0,0,78,172,78,174,"",0,0,7.47705888449713e-67,66.1262691991164
"239","CN54GP140 (D1)","LVS F TULARENSIS (H336)",0,0,78,172,78,174,"",0,0,7.47705888449713e-67,66.1262691991164
"240","CN54GP140 (D1)","LVS F TULARENSIS (H48)",0,0,78,172,78,174,"",0,0,7.47705888449713e-67,66.1262691991164
"241","CN54GP140 (D1)","CN54GP140 (D3)",0.114,25,147,49,174,74,"AMY1B, ARTN, BMP8B, CAMK1G, CASTOR1, HBE1, IGFBP1, ING3, LINC01618, PCYOX1, PKP2, RFX4, STAR, TMEM191A, TMEM70, TMSB4X, TTC30A, ZNF320, ZNF93, AFF4, DPEP2, WLS, PPP1CA, WAS, ZAN",14.37,33.78,9.01881582403011e-31,30.0448504818428
"242","CN54GP140 (D1)","CN54GP140 (D7)",0.122,24,148,25,174,49,"AMY1B, BMP8B, C9orf64, CAMK2A, GOLGA6L7, HBE1, IGFBP1, ING3, ITM2B, KCTD7, PCYOX1, RASSF6, RFX4, SIGLEC6, SOD2-OT1, STAR, TMEM191A, TMEM70, TMSB4X, TTC30A, ZNF160, ZNF320, ZNF93, IDH3B",13.79,48.98,2.09105459744198e-18,17.679634627604
"243","CN54GP140 (D1)","CN54GP140 (H6)",0.034,9,163,91,174,100,"C4orf3, NALF2, FUT8-AS1, ING3, PCYOX1, RASSF6, TMSB4X, FRA10AC1, IDH3B",5.17,9,7.96945539460726e-61,60.0985713557931
"244","CN54GP140 (D1)","HIV-1 GAG-POL NEF (D1)",0.004,10,162,2016,174,2029,"KCTD7, PCYOX1, RPS18, ATP6V1B2, DPEP2, GBA1, , NDRG3, SORL1, WAS",5.75,0.49,2.17031835757744e-234,233.663476556106
"245","CN54GP140 (D1)","HIV-1 GAG-POL NEF (D3)",0,0,172,142,174,142,"",0,0,2.78491409800769e-93,92.5551881963023
"246","CN54GP140 (D1)","HPV-VLP (M2)",0.009,8,164,602,174,612,"MAPK8IP2, PCYOX1, ACO2, AFF4, DPEP2, , SORL1, STX2",4.6,1.31,1.15367599763471e-159,158.937916142824
"247","CN54GP140 (D1)","INFLUENZA (D1)",0,0,172,26,174,26,"",0,0,4.34430202772642e-33,32.3620799890326
"248","CN54GP140 (D1)","PANDEMRIX (D1)",0,0,172,21,174,21,"",0,0,1.59172751932563e-28,27.7981312751546
